session_id,user_id,created_at,session_mode,session_use_rag,interaction_number,timestamp,query,routed_query,mode,use_rag,used_cache,latency_min,results_count,title_response,score_response,csat_score,nps_score,resolution_numeric,csat_category,nps_category,resolution_label,Total,Surveys,title,genres,keywords,overview,score,release_date,hallucination,valid_movie,rag_mode
18bac071-cac8-47d5-9bec-1b746953859f,57 302 5203977,4/22/2026,RAG,True,2,22:37,no gracias asi esta bien,no gracias asi esta bien,RAG,True,False,6.933,5,Así es la vida,0.1832,3,7,2,Media,passive,partial,1,1,Así es la vida,['Drama'],[],"Tells the story, in the key of comedy of customs, of a typical bourgeois home in Buenos Aires for three decades.",0,05/19/1977,0,1,RAG
695cd73f-1759-4d9d-afda-d0c12ab6d2a8,57 301 5989061,4/22/2026,DIRECT,False,2,16:54,una peli sobre un robo millonario,una peli sobre un robo millonario,DIRECT,False,False,10.17036667,5,"Romário, o Cara",0.1605,5,7,2,Alta,passive,partial,1,1,"Romário, o Cara",['Documentary'],[],"The career of Brazilian soccer's most controversial player. From the slums of Rio de Janeiro to world stardom, Romário became one of the greatest strikers of all time.",82,,0,1,NO_RAG
d4295c17-4d7b-4775-b73a-1890a6095b0e,57 313 3825915,4/26/2026,RAG,True,1,0:07,recomendaciones para series o películas sobre el espacio en Netflix Disney o HBO actualmente estrenadas,recomendaciones para series o películas sobre el espacio en Netflix Disney o HBO actualmente estrenadas,RAG,True,False,4.758466667,5,True Story España,0.1982,2,7,1,Baja,passive,no,1,1,True Story España,"['Comedy', 'Reality']",['spanish show'],Celebrities share real-life anecdotes as their stories are re-enacted by actors.,40,,0,1,RAG
d4295c17-4d7b-4775-b73a-1890a6095b0e,57 313 3825915,4/26/2026,RAG,True,2,0:18,"recomendaciones de películas sobre el espacio, plataformas para ver","recomendaciones de películas sobre el espacio, plataformas para ver",RAG,True,True,5.178883333,1,El extraño retorno de Diana Salazar,0.1966,2,7,1,Baja,passive,no,1,1,El extraño retorno de Diana Salazar,"['Drama', 'Soap']","['mexico', 'witch burning', 'reincarnation', 'past lives', 'nueva españa']",El extraño retorno de Diana Salazar is a 1988 Mexican telenovela starring Lucía Méndez and Jorge Martinez. It is an unusual example of a telenovela which addresses supernatural topics.,75,,0,1,RAG
d4295c17-4d7b-4775-b73a-1890a6095b0e,57 313 3825915,4/26/2026,RAG,True,2,0:18,"recomendaciones de películas sobre el espacio, plataformas para ver","recomendaciones de películas sobre el espacio, plataformas para ver",RAG,True,True,5.178883333,1,El extraño retorno de Diana Salazar,0.1966,2,7,1,Baja,passive,no,1,1,El extraño retorno de Diana Salazar,"['Mystery', 'Drama']","['remake', 'spanish inquisition', 'past lives', 'past love', 'horror', 'witches', 'serie mexicana', 'nowadays']","In the 17th century, Leonor and Eduardo's forbidden love ends tragically when she is executed for witchcraft. Centuries later their souls reincarnate in Diana and Mario, but they face the fear of being discovered for their true selves.",79,,0,1,RAG
d4295c17-4d7b-4775-b73a-1890a6095b0e,57 313 3825915,4/26/2026,RAG,True,3,0:36,puedes darme mas contexto de la segunda opcion,puedes darme mas contexto de la segunda opcion,RAG,True,True,8.352633333,1,Cult Culture: The Poseidon Adventure,0.194,2,7,1,Baja,passive,no,1,1,Cult Culture: The Poseidon Adventure,"['Documentary', 'TV Movie']","['pop culture', 'parody', 'fan culture', 'reunion', 'fan club', 'stage musical', 'cult cinema', 'musical comedy']",This documentary follows avid fans and the pop cultural impact of the classic disaster movie The Poseidon Adventure.,80,12/31/2003,0,1,RAG
695cd73f-1759-4d9d-afda-d0c12ab6d2a8,57 301 5989061,4/22/2026,DIRECT,False,1,16:39,Películas de acción intensas y entretenidas,Películas de acción intensas y entretenidas,DIRECT,False,False,13.82246667,5,Cabrujas en el país del disimulo,0.0841,5,7,2,Alta,passive,partial,1,1,Cabrujas en el país del disimulo,[],[],"Beginning with his childhood and covering the many facets that characterized his intellectual universe, this documentary details the different aspects of the most important venezuelan writer of the 60s, 70s and 80s: José Ignacio Cabrujas.",0,01/13/2017,0,1,NO_RAG
fb223186-ddc0-44c2-8967-580c6b82256e,57 316 7556912,4/27/2026,RAG,True,1,18:42,recomienda peliculas de videojuegos,recomienda peliculas de videojuegos,RAG,True,False,5.459,5,Jailer Unlocked,0.2483,5,7,1,Alta,passive,no,1,1,Jailer Unlocked,['Documentary'],['making video'],A Sun NXT Exclusive that features the exciting journey & unseen story behind the making of Superstar Rajinikanth's record making blockbuster Jailer.,90,,0,1,RAG
08b2d098-8bdd-41f3-88c4-e8f3a0dc1d4e,57 317 8517661,4/19/2026,RAG,True,1,3:15,una serie parecida a besos kitty,una serie parecida a besos kitty,RAG,True,False,1.923,5,Hasta que te conocí,0.1783,5,10,3,Alta,promoter,yes,1,1,Hasta que te conocí,['Drama'],['biography'],"""Hasta que Te Conocí"" unravels the life of the Divo de Juárez: Juan Gabriel. Gabriel's extraordinary talent as a singer-songwriter allowed him to rise above poverty, betrayal, and prejudice, eventually making him one the most beloved performers in all of Ibero-America.",86,,0,1,RAG
08b2d098-8bdd-41f3-88c4-e8f3a0dc1d4e,57 317 8517661,4/19/2026,RAG,True,2,3:19,o una serie de k-drama parecido a mi adorable demonio,o una serie de k-drama parecido a mi adorable demonio,RAG,True,False,2.519333333,5,Quo Vadis?,0.5559,5,10,3,Alta,promoter,yes,1,1,Quo Vadis?,['Drama'],[],Drama about love and intrigues in ancient Rome during the times of Nero.,54,,0,1,RAG
f66cfaaa-ccff-4b27-801a-f7d3163612b4,57 313 2880704,4/19/2026,RAG,True,1,5:17,películas de terror,películas de terror,RAG,True,False,1.609316667,5,Four Nights in Fear Forest,0.2085,5,10,3,Alta,promoter,yes,1,1,Four Nights in Fear Forest,['Horror'],[],"Fear Forest is a run down haunted attraction with a dark past. Several unexplained deaths occurred in the attraction that were never solved. Years later, it is being torn down, and the project is being overseen by Mr. Malichi Bones, a man with his own secret past. Helping him clean out the property for demolition are a group of people in a work-release program, working off various fines for their past criminal behavior. It isn't long before old haunts return and bloody murders begin. Is it one of the criminals, Mr. Malichi, or could it possibly be the animatronic monsters represented by Frankenstein’s Bride, A vampire, a werewolf or an Egyptian mummy? A night of terror begins as the doors lock and no one can escape.....Alive!",0,07/15/2025,0,1,RAG
e08b5b69-8d07-4e26-bdb9-c38c0088968a,57 316 7556912,4/20/2026,DIRECT,False,1,0:27,Películas similares a recomienda algo parecido a the lord of the rings,Películas similares a recomienda algo parecido a the lord of the rings,DIRECT,False,False,3.327116667,5,The Lord of the Rings: The Rings of Power,0.3749,5,10,3,Alta,promoter,yes,1,1,The Lord of the Rings: The Rings of Power,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Drama']","['elves', 'dwarf', 'based on novel or book', 'prequel', 'troll', 'battle', 'fantasy world', 'mysterious stranger', 'high fantasy', 'sword and sorcery', 'adoring']","Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",72,,0,1,NO_RAG
e08b5b69-8d07-4e26-bdb9-c38c0088968a,57 316 7556912,4/20/2026,DIRECT,False,2,0:29,informacion sobre la pelicula One Battle after the other,informacion sobre la pelicula One Battle after the other,DIRECT,False,False,1.467983333,5,Kurukshetra: The Great War of Mahabharata,0.3661,5,10,3,Alta,promoter,yes,1,1,Kurukshetra: The Great War of Mahabharata,"['Action & Adventure', 'Drama', 'Animation']",[],"An epic 18-day battle unfolds through the perspectives of 18 warriors, revealing their inner struggles and ethical challenges during a war between brothers.",83,,0,1,NO_RAG
e08b5b69-8d07-4e26-bdb9-c38c0088968a,57 316 7556912,4/20/2026,DIRECT,False,3,0:34,Películas similares a informacion sobre la pelicula one battle after another,Películas similares a informacion sobre la pelicula one battle after another,DIRECT,False,False,2.972066667,5,"Ebre, del bressol a la batalla",0.1998,5,10,3,Alta,promoter,yes,1,1,"Ebre, del bressol a la batalla","['History', 'Drama']",['spanish civil war (1936-39)'],"In 1938 the Spanish Civil War has worn both armies and destroyed the mood of the people of both sides. The differences between national Republicans however are revealing: The fascist side has the unconditional support of arms and men facilitated by Hitler and Mussolini while the Republican army is ignored by a Europe more concerned of a possible World War than the fate of Spain. Thousands of young people between 17 and 18 rows are called by the republican army. These are the main characters, four young for whom the Battle of the Ebro will be the first direct contact with the war. This film tells the story of these young people forced to leave behind innocence and into whistling bullets.",50,04/24/2016,0,1,NO_RAG
16989b85-b062-44f1-a116-6e42afa06118,57 316 7556912,4/22/2026,RAG,True,1,0:48,una recomendacion para una serie como the big bang theory,una recomendacion para una serie como the big bang theory,RAG,True,False,17.14765,5,The Big Bang Theory,0.5218,5,10,3,Alta,promoter,yes,1,1,The Big Bang Theory,['Comedy'],"['geek', 'nerd', 'friends', 'scientist', 'sitcom']",Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,79,,0,1,RAG
5e0a76f2-30ef-4036-9f41-6767f0db5abc,57 316 7556912,4/22/2026,DIRECT,False,1,16:00,dame una recomendacion para peliculas de robots y peleas,dame una recomendacion para peliculas de robots y peleas,DIRECT,False,False,10.82613333,5,Transformers: BotBots,0.2545,5,10,3,Alta,promoter,yes,1,1,Transformers: BotBots,"['Kids', 'Animation']","['villain', 'based on toy', 'robot', 'destruction', 'power', 'animation']","When the lights go out at the mall, the BotBots come out to play! Meet a fun-loving crew of everyday objects that morph into robots at closing time.",51,,0,1,NO_RAG
8694bc8d-da29-46ec-8682-7b7f549593f8,57 317 8517661,4/22/2026,DIRECT,False,1,18:48,recomienda me series como chica vampiro,recomienda me series como chica vampiro,DIRECT,False,False,10.30718333,5,Misericordia: The Last Mystery of Kristo Vampiro,0.2719,5,10,3,Alta,promoter,yes,1,1,Misericordia: The Last Mystery of Kristo Vampiro,['Drama'],[],"This travel-shockumentary-vampire fiction could well be a disguised ode to the Mondo films of Jacopetti, but with Khavn you never really know. Our guide is Kristo Vampiro, who admits in a voice-over that he is willing to go very far to quench his thirst for blood.",0,01/28/2013,0,1,NO_RAG
8694bc8d-da29-46ec-8682-7b7f549593f8,57 317 8517661,4/22/2026,DIRECT,False,2,19:11,parecido a diario de vampiros,parecido a diario de vampiros,DIRECT,False,False,16.07813333,5,Nail in the Coffin: The Fall and Rise of Vampiro,0.2128,5,10,3,Alta,promoter,yes,1,1,Nail in the Coffin: The Fall and Rise of Vampiro,"['Documentary', 'Action']","['pro wrestling', 'father daughter relationship', 'pro wrestlers']","A rare glimpse into the legendary career of wrestling icon, Vampiro, as he grapples with his demons and life after fame. Straight from one of wrestling's most outspoken characters, this is a candid look beyond the ring.",52,09/20/2019,0,1,NO_RAG
8ac3d0fa-20b2-4dea-aaac-b4cf71d80245,57 314 6162072,4/22/2026,DIRECT,False,1,21:22,rambo,rambo,DIRECT,False,False,6.898433333,5,Rambo,0.2841,5,10,3,Alta,promoter,yes,1,1,Rambo,"['Action', 'Thriller', 'War']","['missionary', 'river', 'boat', 'pastor', 'snake', 'fight', 'border', 'mercenary', 'thailand', 'burma', 'sequel', 'hard', 'disturbed']","In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.",67,01/25/2008,0,1,NO_RAG
8c115acb-edcf-4f5f-95f6-3e4dc0db190b,57 301 5989061,4/22/2026,RAG,True,1,16:19,una peli sobre narcos,una peli sobre narcos,RAG,True,False,12.15183333,5,Narcos,0.3247,5,10,3,Alta,promoter,yes,1,1,Narcos,"['Crime', 'Drama']","['cocaine', 'drug dealer', 'outlaw', 'based on true story', 'drug cartel', 'conflict', 'drugs', 'drug lord', 'illegal drugs', 'dea', 'narcotics', 'angry', 'cartel', '1980s', 'escobar', 'pablo escobar', 'dark', 'narcos', 'colombia', 'gritty', 'thriller', 'action', 'harsh']",A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,81,,0,1,RAG
76aeb843-d89b-4637-816e-47ea1096171d,57 310 4934464,4/23/2026,DIRECT,False,2,16:57,cual de esas seria mas parecida a arrival,cual de esas seria mas parecida a arrival,DIRECT,False,False,10.79926667,5,La promesa,0.1427,5,10,2,Alta,promoter,partial,1,1,La promesa,"['Drama', 'Mystery', 'Soap']",[],"In 1913 Spain, a woman gets a job at the palace of La Promesa as a reward for saving the marquesses' son - but nobody knows that she has her own plans, which involve avenging her mother's death and finding her missing brother.",77,,0,1,NO_RAG
e7e9f639-16c8-4c97-a1b1-1c848c6e93e6,57 316 7556912,4/25/2026,RAG,True,1,0:56,recomiendame algo parecido a back to the future,recomiendame algo parecido a back to the future,RAG,True,False,65.70215,5,Back to the Future,0.4484,5,10,3,Alta,promoter,yes,1,1,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction']","['clock tower', 'flying car', 'car race', 'lightning', 'guitar', 'inventor', 'journey in the past', 'invention', 'time travel', 'race against time', 'bullying', 'love', 'mad scientist', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'burlesque', 'hidden identity', 'teenage life', 'changing the past or future', '1950s', 'hilarious', 'bold', 'excited']","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",83,07/10/1986,0,1,RAG
e7e9f639-16c8-4c97-a1b1-1c848c6e93e6,57 316 7556912,4/25/2026,RAG,True,2,1:10,gracias,gracias,RAG,True,False,5.326683333,5,The Twilight Zone,0.1584,5,10,3,Alta,promoter,yes,1,1,The Twilight Zone,"['Sci-Fi & Fantasy', 'Mystery', 'Drama']","['anthology', 'mysterious', 'horror', 'awestruck']","Tales of science fiction, fantasy and the occult, exploring humanity's hopes, despairs, prides and prejudices in metaphoric ways. Next stop ahead The Twilight Zone.",67,,0,1,RAG
0532bfcd-2ca5-45f4-8a00-cefc232ce09d,57 316 7556912,4/26/2026,DIRECT,False,1,23:25,recomiendame algo parecido a ready player one,recomiendame algo parecido a ready player one,DIRECT,False,False,17.20598333,5,Deal or No Deal,0.3546,5,10,3,Alta,promoter,yes,1,1,Deal or No Deal,"['Comedy', 'Family', 'Reality']",['game show'],"A contestant must choose from 26 sealed briefcases containing a marker for various amounts of cash from one penny to $1 million. The player then eliminates the remaining 25 cases one by one. The chosen ones are opened and the amount of money inside revealed. After several cases are opened, the player is tempted by the Banker to accept an offer of cash in exchange for not continuing the game and possibly winning a larger sum of money.",67,,0,1,NO_RAG
27f3ce91-1ed7-40b2-b25c-f66efcd5a9f9,57 317 8517661,4/26/2026,RAG,True,1,23:32,una pelicula como crepusculo,una pelicula como crepusculo,RAG,True,False,15.76363333,5,The World's Gold,0.2601,5,10,3,Alta,promoter,yes,1,1,The World's Gold,"['Music', 'Comedy']",['franco e ciccio'],"Aided by a chauffeur and a butler, a student of humble means pretends to be wealthy in order to attract the romantic interest of a rich girl.",55,12/21/1967,0,1,RAG
5893f3ab-851d-4ecd-bbc1-44a451e82273,57 315 5918182,4/26/2026,RAG,True,2,1:05,serie de abogados,serie de abogados,RAG,True,False,6.457883333,5,Mama Drama,0.3997,5,10,3,Alta,promoter,yes,1,1,Mama Drama,['Drama'],[],"After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",0,10/01/2020,0,1,RAG
5893f3ab-851d-4ecd-bbc1-44a451e82273,57 315 5918182,4/26/2026,RAG,True,2,1:05,serie de abogados,serie de abogados,RAG,True,False,6.457883333,5,Mama Drama,0.3997,5,10,3,Alta,promoter,yes,1,1,Mama Drama,"['Comedy', 'Drama']",['serie mexicana'],"Four young mothers strengthen their friendship beyond their children's school chat group after an intense school camping trip, where they discover who is having an affair with one of their husbands.",63,,0,1,RAG
5893f3ab-851d-4ecd-bbc1-44a451e82273,57 315 5918182,4/26/2026,RAG,True,3,1:27,explorar mas opciones de leyes y juicios,explorar mas opciones de leyes y juicios,RAG,True,True,10.99963333,1,Helga y Flora,0.3765,5,10,3,Alta,promoter,yes,1,1,Helga y Flora,"['Drama', 'Mystery', 'Crime']",['serie chilena'],"Helga Gunkel and Flora Gutiérrez, the first women of the Chilean police, are on the trail of a criminal who has returned for revenge on Kerren, a small southern town.",80,,0,1,RAG
5893f3ab-851d-4ecd-bbc1-44a451e82273,57 315 5918182,4/26/2026,RAG,True,4,2:47,similares a law order,similares a law order,RAG,True,False,7.7275,5,Law School,0.3962,5,10,3,Alta,promoter,yes,1,1,Law School,"['Drama', 'Crime', 'Mystery']","['law school', 'university', 'law student', 'death', 'slow burn romance']","Following the case of the murder of a professor at South Korea's top prestigious law school, professors and students become suspects in the murder.",78,,0,1,RAG
0a114f43-e48f-4ead-9505-da2b88b4bb10,57 316 7556912,4/27/2026,RAG,True,1,17:43,Películas bélicas recomendadas,Películas bélicas recomendadas,RAG,True,False,3.10315,5,Egypt: Secrets of the Pharaohs,0.1569,3,10,3,Media,promoter,yes,1,1,Egypt: Secrets of the Pharaohs,"['Documentary', 'History']","['egipto', 'faraones', 'pirámide']",National Geographic goes to Egypt to look into an underground vault that houses a ship of the Pharaoh Khufu and follows an researcher as he attempts to recreate the ancient rite of mummification.,58,12/30/1997,0,1,RAG
770934d9-e76c-4c25-9439-2e7737d904da,57 301 5989061,4/26/2026,RAG,True,1,23:14,una peli de narcos,una peli de narcos,RAG,True,False,7.87275,5,Narcos: Mexico,0.4227,5,10,3,Alta,promoter,yes,1,1,Narcos: Mexico,"['Drama', 'Crime']","['corruption', 'mexico', 'cocaine', 'tiger', 'usa–mexico border', 'based on true story', 'drug cartel', 'marijuana', 'mariachi', 'drug lord', 'dea', '1980s', 'dark', 'narcos', 'el chapo', 'gritty', 'thriller', 'exciting', 'action', 'audacious', 'distressing', 'familiar']",See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,79,,0,1,RAG
c1a62ced-127f-4fae-8cd6-f60e12debcea,57 316 7556912,4/26/2026,RAG,True,1,22:54,dame una pelicula de aliens,dame una pelicula de aliens,RAG,True,False,5.179216667,5,Jeff and Some Aliens,0.4613,5,10,3,Alta,promoter,yes,1,1,Jeff and Some Aliens,['Animation'],"['alien', 'humanity']","Based on the recurring TripTank sketches, Jeff And Some Aliens follows Jeff, the world’s most average guy, and the three aliens sent to study him to determine whether or not humanity should be destroyed. Jeff’s mundane life is constantly thrown into chaos by his extraterrestrial guests – it isn’t always easy having roommates who force you to participate in grueling intergalatic decathalons or perform Azurian honor killings to restore interstellar balance",71,,0,1,RAG
0a114f43-e48f-4ead-9505-da2b88b4bb10,57 316 7556912,4/27/2026,RAG,True,2,17:56,recomienda algo parecido a avengers,recomienda algo parecido a avengers,RAG,True,False,10.26433333,5,Marvel's Avengers,0.4138,3,10,3,Media,promoter,yes,1,1,Marvel's Avengers,"['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['superhero', 'based on comic']","The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.",76,,0,1,RAG
1c4e963a-45f3-4c72-acf7-9525fe83c726,57 313 7650049,4/27/2026,DIRECT,False,1,1:51,pelicula romantica,pelicula romantica,DIRECT,False,False,10.45598333,5,Junjo Romantica,0.5845,5,10,3,Alta,promoter,yes,1,1,Junjo Romantica,"['Animation', 'Comedy', 'Drama']","['college', 'romance', 'slice of life', 'coming of age', 'based on manga', 'art', 'teacher student relationship', 'lgbt', 'angst', 'anime', 'drastic change of life', 'erotic', 'gay theme', 'tsundere', ""boys' love (bl)""]","Three couples, three intense romances: a student’s tutor crosses the line, a loner meets a force of nature, and a carefree man faces love he can’t ignore.",69,,0,1,NO_RAG
3cc54ddd-4b22-4cce-9cf9-faa7ef3f73a2,57 316 7556912,4/27/2026,RAG,True,1,19:01,Documentales interesantes y recomendados,Documentales interesantes y recomendados,RAG,True,False,12.45633333,5,Reyes de España,0.194,5,10,3,Alta,promoter,yes,1,1,Reyes de España,['Documentary'],"['royal family', 'spanish history', 'hispanic monarchy (spanish empire)', 'spanish royal family', 'imperio español', 'borbones', 'austrias', 'catholic monarchs']",We don't have an overview translated in English. Help us expand our database by adding one.,60,,0,1,RAG
502a688a-ae4b-4cd7-9706-6cd3e7686e8c,57 316 7556912,4/27/2026,DIRECT,False,1,23:32,recomiendame una pelicula como avatar,recomiendame una pelicula como avatar,DIRECT,False,False,3.424533333,5,Educando a Nina,0.2738,2,10,3,Baja,promoter,yes,1,1,Educando a Nina,"['Comedy', 'Drama']",[],"Educando a Nina is the story of two identical twin sisters separated at birth, who lead opposite lives and are unaware of each other's existence. While Mara was born into a world of luxury, Nina is a dancer and chorus girl, waiting for the moment when life will give her an opportunity. When Mara gets arrested in Ibiza, Nina is offered the job of replacing her while she's away.",72,,0,1,NO_RAG
502a688a-ae4b-4cd7-9706-6cd3e7686e8c,57 316 7556912,4/27/2026,DIRECT,False,2,23:42,espanol,espanol,DIRECT,False,False,6.008816667,5,Spangles,0.4301,2,10,3,Baja,promoter,yes,1,1,Spangles,['Drama'],[],We don't have an overview translated in English. Help us expand our database by adding one.,0,12/04/1928,0,1,NO_RAG
502a688a-ae4b-4cd7-9706-6cd3e7686e8c,57 316 7556912,4/27/2026,DIRECT,False,2,23:42,espanol,espanol,DIRECT,False,False,6.008816667,5,Spangles,0.4301,2,10,3,Baja,promoter,yes,1,1,Spangles,['Drama'],['circus'],"At a three-ring circus, 'Spangles' Delancy, a beautiful bareback horse rider, falls in love with a wanted man, Dick Radley, who uses the circus as a hideout. The show's owner Big Bill Bowman also falls in love with Spangles-- But only one man can have her.",0,11/07/1926,0,1,NO_RAG
